# non co2 emissions map
sector,subsector,ghg,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,unit_conv
iron and steel,,CH4,Emissions|CH4,Emissions|CH4|Industrial Processes,Emissions|CH4|Industrial Processes|Iron and Steel,,,,,,,,,,,Emissions|CH4|Energy and Industrial Processes,1
mining energy use,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Industry,,,,,,,,,Emissions|CH4|Energy and Industrial Processes,1
N fertilizer,,CH4,Emissions|CH4,Emissions|CH4|Industrial Processes,Emissions|CH4|Industrial Processes|Chemicals,,Emissions|CH4|Industrial Processes|Chemicals|Ammonia,,,,,,,,,Emissions|CH4|Energy and Industrial Processes,1
other industrial energy use,biomass,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Industry,Emissions|CH4|Energy|Demand|Industry|Biomass,,,,,,,,Emissions|CH4|Energy and Industrial Processes,1
other industrial energy use,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Industry,,,,,,,,,Emissions|CH4|Energy and Industrial Processes,1
process heat cement,biomass,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Industry,Emissions|CH4|Energy|Demand|Industry|Biomass,,,,,,,,Emissions|CH4|Energy and Industrial Processes,1
process heat cement,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Industry,,,,,,,,,Emissions|CH4|Energy and Industrial Processes,1
process heat food processing,biomass,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Industry,Emissions|CH4|Energy|Demand|Industry|Biomass,,,,,,,,Emissions|CH4|Energy and Industrial Processes,1
process heat food processing,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Industry,,,,,,,,,Emissions|CH4|Energy and Industrial Processes,1
process heat paper,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Industry,,,,,,,,,Emissions|CH4|Energy and Industrial Processes,1
refining,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Supply,,Emissions|CH4|Energy|Supply|Liquids,,,,,,,,,Emissions|CH4|Energy and Industrial Processes,1
resid cooling,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Residential and Commercial,,,Emissions|CH4|Energy|Demand|Residential,,,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|CH4|Energy and Industrial Processes,1
resid cooling modern,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Residential and Commercial,,,Emissions|CH4|Energy|Demand|Residential,,,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|CH4|Energy and Industrial Processes,1
resid heating,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Residential and Commercial,,,Emissions|CH4|Energy|Demand|Residential,,,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|CH4|Energy and Industrial Processes,1
resid heating coal,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Residential and Commercial,,,Emissions|CH4|Energy|Demand|Residential,,,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|CH4|Energy and Industrial Processes,1
resid heating modern,biomass,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Residential and Commercial,Emissions|CH4|Energy|Demand|Residential and Commercial|Biomass,,Emissions|CH4|Energy|Demand|Residential,Emissions|CH4|Energy|Demand|Residential|Biomass,,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI|Biomass,,Emissions|CH4|Energy and Industrial Processes,1
resid heating modern,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Residential and Commercial,,,Emissions|CH4|Energy|Demand|Residential,,,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|CH4|Energy and Industrial Processes,1
resid heating TradBio,traditional biomass,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Residential and Commercial,Emissions|CH4|Energy|Demand|Residential and Commercial|Biomass,Emissions|CH4|Energy|Demand|Residential and Commercial|Biomass|Traditional,Emissions|CH4|Energy|Demand|Residential,Emissions|CH4|Energy|Demand|Residential|Biomass,Emissions|CH4|Energy|Demand|Residential|Biomass|Traditional,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI|Biomass,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI|Biomass|Traditional,Emissions|CH4|Energy and Industrial Processes,1
resid heating TradBio,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Residential and Commercial,,,Emissions|CH4|Energy|Demand|Residential,,,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|CH4|Energy and Industrial Processes,1
resid others,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Residential and Commercial,,,Emissions|CH4|Energy|Demand|Residential,,,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|CH4|Energy and Industrial Processes,1
resid others coal,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Residential and Commercial,,,Emissions|CH4|Energy|Demand|Residential,,,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|CH4|Energy and Industrial Processes,1
resid others modern,biomass,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Residential and Commercial,Emissions|CH4|Energy|Demand|Residential and Commercial|Biomass,,Emissions|CH4|Energy|Demand|Residential,Emissions|CH4|Energy|Demand|Residential|Biomass,,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI|Biomass,,Emissions|CH4|Energy and Industrial Processes,1
resid others modern,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Residential and Commercial,,,Emissions|CH4|Energy|Demand|Residential,,,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|CH4|Energy and Industrial Processes,1
resid others TradBio,traditional biomass,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Residential and Commercial,Emissions|CH4|Energy|Demand|Residential and Commercial|Biomass,Emissions|CH4|Energy|Demand|Residential and Commercial|Biomass|Traditional,Emissions|CH4|Energy|Demand|Residential,Emissions|CH4|Energy|Demand|Residential|Biomass,Emissions|CH4|Energy|Demand|Residential|Biomass|Traditional,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI|Biomass,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI|Biomass|Traditional,Emissions|CH4|Energy and Industrial Processes,1
resid others TradBio,,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Residential and Commercial,,,Emissions|CH4|Energy|Demand|Residential,,,Emissions|CH4|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|CH4|Energy and Industrial Processes,1
trn_freight,Domestic Ship,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Transportation,,,,Emissions|CH4|Energy|Demand|Transportation|Domestic Shipping,,,,,Emissions|CH4|Energy and Industrial Processes,1
trn_freight,Freight Rail,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Transportation,,,,Emissions|CH4|Energy|Demand|Transportation|Rail,,,,,Emissions|CH4|Energy and Industrial Processes,1
trn_freight_road,Heavy truck,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Transportation,,,,Emissions|CH4|Energy|Demand|Transportation|Truck,,,,,Emissions|CH4|Energy and Industrial Processes,1
trn_freight_road,Light truck,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Transportation,,,,Emissions|CH4|Energy|Demand|Transportation|Truck,,,,,Emissions|CH4|Energy and Industrial Processes,1
trn_freight_road,Medium truck,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Transportation,,,,Emissions|CH4|Energy|Demand|Transportation|Truck,,,,,Emissions|CH4|Energy and Industrial Processes,1
trn_pass,Domestic Aviation,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Transportation,,,,Emissions|CH4|Energy|Demand|Transportation|Domestic Aviation,,,,,Emissions|CH4|Energy and Industrial Processes,1
trn_pass,Passenger Rail,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Transportation,,,,Emissions|CH4|Energy|Demand|Transportation|Rail,,,,,Emissions|CH4|Energy and Industrial Processes,1
trn_pass_road,Bus,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Transportation,,,,Emissions|CH4|Energy|Demand|Transportation|Bus,,,,,Emissions|CH4|Energy and Industrial Processes,1
trn_pass_road_LDV,2W and 3W,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Transportation,,,,Emissions|CH4|Energy|Demand|Transportation|Light-Duty Vehicle,,Emissions|CH4|Energy|Demand|Transportation|Light-Duty Vehicle|Two-Wheeler,,,Emissions|CH4|Energy and Industrial Processes,1
trn_pass_road_LDV_4W,Car,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Transportation,,,,Emissions|CH4|Energy|Demand|Transportation|Light-Duty Vehicle,,Emissions|CH4|Energy|Demand|Transportation|Light-Duty Vehicle|Midsize Car,,,Emissions|CH4|Energy and Industrial Processes,1
trn_pass_road_LDV_4W,Large Car and Truck,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Transportation,,,,Emissions|CH4|Energy|Demand|Transportation|Light-Duty Vehicle,,Emissions|CH4|Energy|Demand|Transportation|Light-Duty Vehicle|Large Car and SUV,,,Emissions|CH4|Energy and Industrial Processes,1
trn_pass_road_LDV_4W,Mini Car,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Transportation,,,,Emissions|CH4|Energy|Demand|Transportation|Light-Duty Vehicle,,Emissions|CH4|Energy|Demand|Transportation|Light-Duty Vehicle|Subcompact Car,,,Emissions|CH4|Energy and Industrial Processes,1
trn_shipping_intl,International Ship,CH4,Emissions|CH4,Emissions|CH4|Energy,Emissions|CH4|Energy|Demand,,Emissions|CH4|Energy|Demand|Bunkers,,,Emissions|CH4|Energy|Demand|Bunkers|International Shipping,,,,,,Emissions|CH4|Energy and Industrial Processes,1
UnmanagedLand,ForestFire,CH4,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Land,,Emissions|CH4|AFOLU|Land|Fires,,,Emissions|CH4|AFOLU|Land|Fires|Forest Burning,Emissions|CH4|AFOLU [NGHGI],,,,,,1
UnmanagedLand,GrasslandFires,CH4,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Land,,Emissions|CH4|AFOLU|Land|Fires,,,Emissions|CH4|AFOLU|Land|Fires|Grassland Burning,Emissions|CH4|AFOLU [NGHGI],,,,,,1
UnmanagedLand,,CH4,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Land,,Emissions|CH4|AFOLU|Land|Other,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
urban processes,landfills,CH4,Emissions|CH4,Emissions|CH4|Waste,,,,,,,,,,,,,1
urban processes,waste_incineration,CH4,Emissions|CH4,Emissions|CH4|Waste,,,,,,,,,,,,,1
urban processes,wastewater,CH4,Emissions|CH4,Emissions|CH4|Waste,,,,,,,,,,,,,1
urban processes,,CH4,Emissions|CH4,Emissions|CH4|Other,,,,,,,,,,,,,1
waste biomass for paper,biomass,CH4,Emissions|CH4,Emissions|CH4|Industrial Processes,Emissions|CH4|Industrial Processes|Pulp and Paper,,,,,,,,,,,Emissions|CH4|Energy and Industrial Processes,1
waste biomass for paper,,CH4,Emissions|CH4,Emissions|CH4|Industrial Processes,Emissions|CH4|Industrial Processes|Pulp and Paper,,,,,,,,,,,Emissions|CH4|Energy and Industrial Processes,1
Beef,,CH4_AGR,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agriculture,,Emissions|CH4|AFOLU|Agriculture|Livestock,,,Emissions|CH4|AFOLU|Agriculture|Livestock|Enteric Fermentation,Emissions|CH4|AFOLU [NGHGI],,,,,,1
Dairy,,CH4_AGR,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agriculture,,Emissions|CH4|AFOLU|Agriculture|Livestock,,,Emissions|CH4|AFOLU|Agriculture|Livestock|Enteric Fermentation,Emissions|CH4|AFOLU [NGHGI],,,,,,1
Pork,,CH4_AGR,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agriculture,,Emissions|CH4|AFOLU|Agriculture|Livestock,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
Poultry,,CH4_AGR,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agriculture,,Emissions|CH4|AFOLU|Agriculture|Livestock,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
Rice,,CH4_AGR,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agriculture,,Emissions|CH4|AFOLU|Agriculture|Rice,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
SheepGoat,,CH4_AGR,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agriculture,,Emissions|CH4|AFOLU|Agriculture|Livestock,,,Emissions|CH4|AFOLU|Agriculture|Livestock|Enteric Fermentation,Emissions|CH4|AFOLU [NGHGI],,,,,,1
Corn,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
FiberCrop,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
Fruits,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
Legumes,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
MiscCrop,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
NutsSeeds,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
OilCrop,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
OilPalm,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
OtherGrain,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
PalmFruit,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
Rice,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
RootTuber,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
Soybean,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
SugarCrop,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
Vegetables,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
Wheat,,CH4_AWB,Emissions|CH4,Emissions|CH4|AFOLU,Emissions|CH4|AFOLU|Agricultural Waste Burning,,,,,,Emissions|CH4|AFOLU [NGHGI],,,,,,1
agricultural energy use,,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Demand,,Emissions|CO|Energy|Demand|AFOFI,,,,,,Emissions|CO|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|CO|Energy and Industrial Processes,1
alumina,biomass,CO,Emissions|CO,Emissions|CO|Industrial Processes,Emissions|CO|Industrial Processes|Non-Ferrous Metals,,,,,,,,,,,Emissions|CO|Energy and Industrial Processes,1
alumina,,CO,Emissions|CO,Emissions|CO|Industrial Processes,Emissions|CO|Industrial Processes|Non-Ferrous Metals,,,,,,,,,,,Emissions|CO|Energy and Industrial Processes,1
ammonia,,CO,Emissions|CO,Emissions|CO|Industrial Processes,Emissions|CO|Industrial Processes|Chemicals,,Emissions|CO|Industrial Processes|Chemicals|Ammonia,,,,,,,,,Emissions|CO|Energy and Industrial Processes,1
backup_electricity,,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Supply,,Emissions|CO|Energy|Supply|Electricity,,,,,,,,,Emissions|CO|Energy and Industrial Processes,1
chemical energy use,biomass,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Demand,,Emissions|CO|Energy|Demand|Industry,Emissions|CO|Energy|Demand|Industry|Biomass,,,,,,,,Emissions|CO|Energy and Industrial Processes,1
chemical energy use,,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Demand,,Emissions|CO|Energy|Demand|Industry,,,,,,,,,Emissions|CO|Energy and Industrial Processes,1
comm cooling,,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Demand,,Emissions|CO|Energy|Demand|Residential and Commercial,,,Emissions|CO|Energy|Demand|Commercial,,,Emissions|CO|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|CO|Energy and Industrial Processes,1
comm heating,biomass,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Demand,,Emissions|CO|Energy|Demand|Residential and Commercial,Emissions|CO|Energy|Demand|Residential and Commercial|Biomass,,Emissions|CO|Energy|Demand|Commercial,Emissions|CO|Energy|Demand|Commercial|Biomass,,Emissions|CO|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CO|Energy|Demand|Residential and Commercial and AFOFI|Biomass,,Emissions|CO|Energy and Industrial Processes,1
comm heating,,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Demand,,Emissions|CO|Energy|Demand|Residential and Commercial,,,Emissions|CO|Energy|Demand|Commercial,,,Emissions|CO|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|CO|Energy and Industrial Processes,1
comm others,biomass,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Demand,,Emissions|CO|Energy|Demand|Residential and Commercial,Emissions|CO|Energy|Demand|Residential and Commercial|Biomass,,Emissions|CO|Energy|Demand|Commercial,Emissions|CO|Energy|Demand|Commercial|Biomass,,Emissions|CO|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CO|Energy|Demand|Residential and Commercial and AFOFI|Biomass,,Emissions|CO|Energy and Industrial Processes,1
comm others,,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Demand,,Emissions|CO|Energy|Demand|Residential and Commercial,,,Emissions|CO|Energy|Demand|Commercial,,,Emissions|CO|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|CO|Energy and Industrial Processes,1
construction energy use,,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Demand,,Emissions|CO|Energy|Demand|Industry,,,,,,,,,Emissions|CO|Energy and Industrial Processes,1
district heat,biomass,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Supply,Emissions|CO|Energy|Supply|Biomass,Emissions|CO|Energy|Supply|Heat,Emissions|CO|Energy|Supply|Heat|Biomass,,,,,,,,Emissions|CO|Energy and Industrial Processes,1
district heat,,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Supply,,Emissions|CO|Energy|Supply|Heat,,,,,,,,,Emissions|CO|Energy and Industrial Processes,1
electricity,biomass,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Supply,Emissions|CO|Energy|Supply|Biomass,Emissions|CO|Energy|Supply|Electricity,Emissions|CO|Energy|Supply|Electricity|Biomass,,,,,,,,Emissions|CO|Energy and Industrial Processes,1
electricity,,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Supply,,Emissions|CO|Energy|Supply|Electricity,,,,,,,,,Emissions|CO|Energy and Industrial Processes,1
H2 central production,biomass,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Supply,Emissions|CO|Energy|Supply|Biomass,Emissions|CO|Energy|Supply|Hydrogen,,,,,,,,,Emissions|CO|Energy and Industrial Processes,1
H2 central production,,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Supply,,Emissions|CO|Energy|Supply|Hydrogen,,,,,,,,,Emissions|CO|Energy and Industrial Processes,1
H2 forecourt production,,CO,Emissions|CO,Emissions|CO|Energy,Emissions|CO|Energy|Supply,,Emissions|CO|Energy|Supply|Hydrogen,,,,,,,,,Emissions|CO|Energy and Industrial Processes,1
